,paragraph_id,paragraph,theme_x,question,theme_y,answer
909,619,"A notable pattern that developed during the 2000s and 2010s has been for certain pop songs to have lengthy runs on AC charts, even after the songs have fallen off the Hot 100. Adrian Moreira, senior vice president for adult music for RCA Music Group, said, ""We've seen a fairly tidal shift in what AC will play"". Rather than emphasizing older songs, adult contemporary was playing many of the same songs as top 40 and adult top 40, but only after the hits had become established. An article on MTV's website by Corey Moss describes this trend: ""In other words, AC stations are where pop songs go to die a very long death. Or, to optimists, to get a second life.""",Adult_contemporary_music,What is Adrian Moreira's job title?,Adult_contemporary_music,senior vice president for adult music
910,620,"With the mixture of radio friendly AC tunes with some rock and pop fare also landing on the pop charts, mainstream songs won over many critics in the need to define AC, and appeared to change the tolerance and acceptance of AC music into mainstream day to day radio play. Part of the reason why more and more hot AC stations are forced to change is that less and less new music fits their bill; most new rock is too alternative for mainstream radio and most new pop is now influenced heavily by dance-pop and electronic dance music.",Adult_contemporary_music,Why is new rock not suitable for mainstream radio?,Adult_contemporary_music,too alternative
911,621,"A popular trend in this era was remixing dance music hits into adult contemporary ballads, especially in the US, (for example, the ""Candlelight Mix"" versions of ""Heaven"" by DJ Sammy, ""Listen To Your Heart"" by D.H.T., and ""Everytime We Touch"" by Cascada). Adult contemporary has long characterized itself as family-friendly, but edited versions of ""Perfect"" by P!nk and ""Forget You"" by Cee Lo Green showed up in the format in 2011.",Adult_contemporary_music,"What artist performed the song ""Forget You""?",Adult_contemporary_music,Cee Lo Green
912,621,"A popular trend in this era was remixing dance music hits into adult contemporary ballads, especially in the US, (for example, the ""Candlelight Mix"" versions of ""Heaven"" by DJ Sammy, ""Listen To Your Heart"" by D.H.T., and ""Everytime We Touch"" by Cascada). Adult contemporary has long characterized itself as family-friendly, but edited versions of ""Perfect"" by P!nk and ""Forget You"" by Cee Lo Green showed up in the format in 2011.",Adult_contemporary_music,"What version of P!nk's ""Perfect"" appeared on adult contemporary radio in 2011?",Adult_contemporary_music,edited
913,622,"While most artists became established in other formats before moving to adult contemporary, Michael Bublé and Josh Groban started out as AC artists. Throughout this decade, artists such as Nick Lachey, James Blunt, John Mayer, Bruno Mars, Jason Mraz, Kelly Clarkson, Adele, Clay Aiken and Susan Boyle have become successful thanks to a ballad heavy sound. Much as some hot AC and modern rock artists have crossed over into each other, so too has soft AC crossed with country music in this decade. Country musicians such as Faith Hill, Shania Twain, LeAnn Rimes and Carrie Underwood have had success on both charts.",Adult_contemporary_music,What sort of sound does the music of Susan Boyle have?,Adult_contemporary_music,ballad heavy
914,622,"While most artists became established in other formats before moving to adult contemporary, Michael Bublé and Josh Groban started out as AC artists. Throughout this decade, artists such as Nick Lachey, James Blunt, John Mayer, Bruno Mars, Jason Mraz, Kelly Clarkson, Adele, Clay Aiken and Susan Boyle have become successful thanks to a ballad heavy sound. Much as some hot AC and modern rock artists have crossed over into each other, so too has soft AC crossed with country music in this decade. Country musicians such as Faith Hill, Shania Twain, LeAnn Rimes and Carrie Underwood have had success on both charts.",Adult_contemporary_music,What genre of music has soft AC found common ground with? ,Adult_contemporary_music,country
915,623,"Since the mid-2000s, the mainstreaming of bands like Wilco and Feist have pushed indie rock into the adult contemporary conversation. In the early 2010s, indie musicians like Imagine Dragons, Mumford & Sons, Of Monsters & Men, The Lumineers and Ed Sheeran also had indie songs that crossed over to the adult contemporary charts.",Adult_contemporary_music,What genre of music are bands like Feist and Wilco?,Adult_contemporary_music,indie rock
916,623,"Since the mid-2000s, the mainstreaming of bands like Wilco and Feist have pushed indie rock into the adult contemporary conversation. In the early 2010s, indie musicians like Imagine Dragons, Mumford & Sons, Of Monsters & Men, The Lumineers and Ed Sheeran also had indie songs that crossed over to the adult contemporary charts.",Adult_contemporary_music,"Along with Mumford & Sons, Of Monsters & Men, Ed Sheeran and The Lumineers, what indie artist has had adult contemporary success?",Adult_contemporary_music,Imagine Dragons
917,625,"The ""soft"" AC format has reinvented in the late 2000s/early 2010s as a result of its declining relevance, adopting a more upmarket, middle-of-the-road approach, with a selection of ""oldies"" (usually from the 1960s/70s onwards), primarily rock, jazz, R&B and pop music. Newer songs are more often (but not limited to) ""easy listening"" fare, this amount varying depending on the age of the station's target demographic.",Adult_contemporary_music,"Generally speaking, what is the earliest decade represented by the ""oldies"" on soft AC stations?",Adult_contemporary_music,1960s
918,625,"The ""soft"" AC format has reinvented in the late 2000s/early 2010s as a result of its declining relevance, adopting a more upmarket, middle-of-the-road approach, with a selection of ""oldies"" (usually from the 1960s/70s onwards), primarily rock, jazz, R&B and pop music. Newer songs are more often (but not limited to) ""easy listening"" fare, this amount varying depending on the age of the station's target demographic.",Adult_contemporary_music,During what period did soft AC stations attempt to reinvent themselves?,Adult_contemporary_music,the late 2000s/early 2010s
